artist,day,day_index,detail_link,stage,year
HUSKING BEE,12/28,1,,GALAXY STAGE,2014
POLYSICS,12/28,1,,GALAXY STAGE,2014
WHITE ASH,12/28,1,,GALAXY STAGE,2014
dustbox,12/28,1,,GALAXY STAGE,2014
グッドモーニングアメリカ,12/28,1,,GALAXY STAGE,2014
the telephones,12/28,1,,GALAXY STAGE,2014
Galileo Galilei,12/28,1,,COSMO STAGE,2014
MEANING,12/28,1,,COSMO STAGE,2014
家入レオ,12/28,1,,COSMO STAGE,2014
SHANK,12/28,1,,COSMO STAGE,2014
THE TURTLES JAPAN,12/28,1,,COSMO STAGE,2014
Suck a Stew Dry,12/28,1,,COSMO STAGE,2014
locofrank,12/28,1,,COSMO STAGE,2014
空想委員会,12/28,1,,COSMO STAGE,2014
LiSA,12/28,1,,MOON STAGE,2014
BUZZ THE BEARS,12/28,1,,MOON STAGE,2014
藍坊主,12/28,1,,MOON STAGE,2014
GOOD ON THE REEL,12/28,1,/wiki/GOOD_ON_THE_REEL,MOON STAGE,2014
THE CHERRY COKE$,12/28,1,,MOON STAGE,2014
Silent Siren,12/28,1,,MOON STAGE,2014
OLDCODEX,12/28,1,,MOON STAGE,2014
This is Not a Business,12/28,1,,MOON STAGE,2014
片平実(Getting Better)[DJ],12/28,1,,ASTRO ARENA,2014
cero,12/28,1,,ASTRO ARENA,2014
avengers in sci-fi,12/28,1,,ASTRO ARENA,2014
Kalafina,12/28,1,,ASTRO ARENA,2014
BOOM BOOM SATELLITES(+edition),12/28,1,,ASTRO ARENA,2014
SWANKY DANK,12/28,1,,ASTRO ARENA,2014
ハヤシヒロユキ(POLYSICS)[DJ],12/28,1,,ASTRO ARENA,2014
CAPSULE,12/28,1,,ASTRO ARENA,2014
片平実[DJ],12/28,1,,ASTRO ARENA,2014
ORANGE RANGE,12/29,2,,EARTH STAGE,2014
KANA-BOON,12/29,2,,EARTH STAGE,2014
back number,12/29,2,,EARTH STAGE,2014
[Alexandros],12/29,2,,EARTH STAGE,2014
クリープハイプ,12/29,2,,EARTH STAGE,2014
マキシマム ザ ホルモン,12/29,2,,EARTH STAGE,2014
エレファントカシマシ,12/29,2,,EARTH STAGE,2014
ゲスの極み乙女。,12/29,2,,GALAXY STAGE,2014
DIR EN GREY,12/29,2,,GALAXY STAGE,2014
Gotch,12/29,2,,GALAXY STAGE,2014
電気グルーヴ,12/29,2,,GALAXY STAGE,2014
KEYTALK,12/29,2,,GALAXY STAGE,2014
TOTALFAT,12/29,2,,GALAXY STAGE,2014
サンフジンズ,12/29,2,,GALAXY STAGE,2014
ACIDMAN,12/29,2,,GALAXY STAGE,2014
the chef cooks me,12/29,2,,COSMO STAGE,2014
ZAZEN BOYS,12/29,2,,COSMO STAGE,2014
LAMP IN TERREN,12/29,2,/wiki/LAMP_IN_TERREN,COSMO STAGE,2014
tricot,12/29,2,,COSMO STAGE,2014
GRAPEVINE,12/29,2,,COSMO STAGE,2014
フレデリック,12/29,2,/wiki/%E3%83%95%E3%83%AC%E3%83%87%E3%83%AA%E3%83%83%E3%82%AF_(%E3%83%90%E3%83%B3%E3%83%89),COSMO STAGE,2014
赤い公園,12/29,2,,COSMO STAGE,2014
OKAMOTO'S,12/29,2,,COSMO STAGE,2014
PIGGY BANKS,12/29,2,,MOON STAGE,2014
℃-ute,12/29,2,,MOON STAGE,2014
中田裕二,12/29,2,,MOON STAGE,2014
SUPER BEAVER,12/29,2,,MOON STAGE,2014
真心ブラザーズ,12/29,2,,MOON STAGE,2014
plenty,12/29,2,,MOON STAGE,2014
LEGO BIG MORL,12/29,2,,MOON STAGE,2014
KNOCK OUT MONKEY,12/29,2,,MOON STAGE,2014
西村道男(Parade)[DJ],12/29,2,,ASTRO ARENA,2014
石毛輝(the telephones)[DJ],12/29,2,,ASTRO ARENA,2014
GOOD4NOTHING,12/29,2,,ASTRO ARENA,2014
[ASTRO SPECIAL]住岡梨奈・見田村千晴・山崎あおい・片平里菜,12/29,2,,ASTRO ARENA,2014
BACK DROP BOMBSPECIAL FORMATION SET,12/29,2,,ASTRO ARENA,2014
NEENEE,12/29,2,,ASTRO ARENA,2014
Scott&Rivers,12/29,2,,ASTRO ARENA,2014
RAM RIDER×TEMPURA KIDZ,12/29,2,,ASTRO ARENA,2014
川上洋平([Alexandros])[DJ],12/29,2,,ASTRO ARENA,2014
西村道男[DJ],12/29,2,,ASTRO ARENA,2014
9mm Parabellum Bullet,12/30,3,,EARTH STAGE,2014
くるり,12/30,3,,EARTH STAGE,2014
チャットモンチー,12/30,3,,EARTH STAGE,2014
10-FEET,12/30,3,,EARTH STAGE,2014
TM NETWORK,12/30,3,,EARTH STAGE,2014
ONE OK ROCK,12/30,3,,EARTH STAGE,2014
the HIATUS,12/30,3,,EARTH STAGE,2014
SCANDAL,12/30,3,,GALAXY STAGE,2014
アルカラ,12/30,3,,GALAXY STAGE,2014
ROTTENGRAFFTY,12/30,3,,GALAXY STAGE,2014
Chara x 韻シストBAND,12/30,3,,GALAXY STAGE,2014
UNISON SQUARE GARDEN,12/30,3,,GALAXY STAGE,2014
Nothing's Carved In Stone,12/30,3,,GALAXY STAGE,2014
キュウソネコカミ,12/30,3,,GALAXY STAGE,2014
パスピエ,12/30,3,,GALAXY STAGE,2014
ANGRY FROG REBIRTH,12/30,3,,COSMO STAGE,2014
チームしゃちほこ,12/30,3,,COSMO STAGE,2014
THE ORAL CIGARETTES,12/30,3,,COSMO STAGE,2014
きのこ帝国,12/30,3,,COSMO STAGE,2014
佐野元春 and THE COYOTE BAND,12/30,3,,COSMO STAGE,2014
忘れらんねえよ,12/30,3,,COSMO STAGE,2014
ねごと,12/30,3,,COSMO STAGE,2014
スガ シカオ,12/30,3,,COSMO STAGE,2014
TarO&JirO,12/30,3,,MOON STAGE,2014
宇宙まお,12/30,3,,MOON STAGE,2014
"仲井戸""CHABO""麗市",12/30,3,,MOON STAGE,2014
坂本真綾,12/30,3,,MOON STAGE,2014
MERRY,12/30,3,,MOON STAGE,2014
jamming O.P.,12/30,3,,MOON STAGE,2014
大森靖子&THEピンクトカレフ,12/30,3,,MOON STAGE,2014
indigo la End,12/30,3,,MOON STAGE,2014
神啓文(FREE THROW)[DJ],12/30,3,,ASTRO ARENA,2014
BLUE ENCOUNT,12/30,3,,ASTRO ARENA,2014
Hello Sleepwalkers,12/30,3,,ASTRO ARENA,2014
sukekiyo,12/30,3,,ASTRO ARENA,2014
Gacharic Spin,12/30,3,,ASTRO ARENA,2014
tofubeats,12/30,3,,ASTRO ARENA,2014
Czecho No Republic,12/30,3,,ASTRO ARENA,2014
タナシンドローム[DJ],12/30,3,,ASTRO ARENA,2014
TAKUMA(10-FEET)[DJ],12/30,3,,ASTRO ARENA,2014
ピエール中野(凛として時雨)[DJ],12/30,3,,ASTRO ARENA,2014
神啓文[DJ],12/30,3,,ASTRO ARENA,2014
グループ魂,12/31,4,,EARTH STAGE,2014
スキマスイッチ,12/31,4,,EARTH STAGE,2014
Base Ball Bear,12/31,4,,EARTH STAGE,2014
ストレイテナー,12/31,4,,EARTH STAGE,2014
Superfly,12/31,4,,EARTH STAGE,2014
Dragon Ash,12/31,4,,EARTH STAGE,2014
KREVA,12/31,4,,EARTH STAGE,2014
サンボマスター,12/31,4,,EARTH STAGE,2014
SPECIAL OTHERS,12/31,4,,GALAXY STAGE,2014
ART-SCHOOL,12/31,4,,GALAXY STAGE,2014
DOES,12/31,4,,GALAXY STAGE,2014
東京カランコロン,12/31,4,,GALAXY STAGE,2014
THE BAWDIES,12/31,4,,GALAXY STAGE,2014
ASPARAGUS,12/31,4,,GALAXY STAGE,2014
でんぱ組.inc,12/31,4,,GALAXY STAGE,2014
BIGMAMA,12/31,4,,GALAXY STAGE,2014
The Mirraz,12/31,4,,GALAXY STAGE,2014
People In The Box,12/31,4,,GALAXY STAGE,2014
the band apart,12/31,4,,GALAXY STAGE,2014
B-DASH,12/31,4,,GALAXY STAGE,2014
Noise and milk,12/31,4,,COSMO STAGE,2014
シシド・カフカ,12/31,4,,COSMO STAGE,2014
ヒステリックパニック,12/31,4,,COSMO STAGE,2014
AA=,12/31,4,,COSMO STAGE,2014
シナリオアート,12/31,4,,COSMO STAGE,2014
04 Limited Sazabys,12/31,4,,COSMO STAGE,2014
phatmans after school,12/31,4,,COSMO STAGE,2014
ヒトリエ,12/31,4,,COSMO STAGE,2014
SAKANAMON,12/31,4,,COSMO STAGE,2014
女王蜂,12/31,4,,COSMO STAGE,2014
HAPPY,12/31,4,,COSMO STAGE,2014
竹原ピストル(ズ),12/31,4,,COSMO STAGE,2014
真空ホロウ,12/31,4,,COSMO STAGE,2014
QOOLAND,12/31,4,,MOON STAGE,2014
go!go!vanillas,12/31,4,,MOON STAGE,2014
赤色のグリッター,12/31,4,,MOON STAGE,2014
AIR SWELL,12/31,4,,MOON STAGE,2014
Fly or Die(マキタスポーツ),12/31,4,,MOON STAGE,2014
さよなら、また今度ね,12/31,4,,MOON STAGE,2014
C&K,12/31,4,,MOON STAGE,2014
小林太郎,12/31,4,,MOON STAGE,2014
The Flickers,12/31,4,,MOON STAGE,2014
THREE LIGHTS DOWN KINGS,12/31,4,,MOON STAGE,2014
a crowd of rebellion,12/31,4,,MOON STAGE,2014
0.8秒と衝撃。,12/31,4,,MOON STAGE,2014
Kidori Kidori,12/31,4,,MOON STAGE,2014
片平実(Getting Better)[DJ],12/31,4,,ASTRO ARENA,2014
80KIDZ,12/31,4,,ASTRO ARENA,2014
DJダイノジ(大地洋輔)[DJ],12/31,4,,ASTRO ARENA,2014
luki,12/31,4,,ASTRO ARENA,2014
清 竜人25,12/31,4,,ASTRO ARENA,2014
RHYMESTER,12/31,4,,ASTRO ARENA,2014
UL,12/31,4,,ASTRO ARENA,2014
[ASTRO SPECIAL]井上苑子・新山詩織・Saku・植田真梨恵,12/31,4,,ASTRO ARENA,2014
DJやついいちろう(エレキコミック)[DJ],12/31,4,,ASTRO ARENA,2014
沙田瑞紀(ねごと)[DJ],12/31,4,,ASTRO ARENA,2014
柴田隆浩(忘れらんねえよ)[DJ],12/31,4,,ASTRO ARENA,2014
Czecho No Republic(DJ set)[DJ],12/31,4,,ASTRO ARENA,2014
オカモトレイジ(OKAMOTO'S)[DJ],12/31,4,,ASTRO ARENA,2014
片平実[DJ],12/31,4,,ASTRO ARENA,2014
ゴールデンボンバー,12/28,1,/wiki/%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%87%E3%83%B3%E3%83%9C%E3%83%B3%E3%83%90%E3%83%BC,EARTH STAGE,2015
レキシ,12/28,1,/wiki/%E3%83%AC%E3%82%AD%E3%82%B7,EARTH STAGE,2015
miwa,12/28,1,/wiki/Miwa,EARTH STAGE,2015
きゃりーぱみゅぱみゅ,12/28,1,/wiki/%E3%81%8D%E3%82%83%E3%82%8A%E3%83%BC%E3%81%B1%E3%81%BF%E3%82%85%E3%81%B1%E3%81%BF%E3%82%85,EARTH STAGE,2015
BABYMETAL,12/28,1,/wiki/BABYMETAL,EARTH STAGE,2015
くるり,12/28,1,/wiki/%E3%81%8F%E3%82%8B%E3%82%8A,EARTH STAGE,2015
ASIAN KUNG-FU GENERATION,12/28,1,/wiki/ASIAN_KUNG-FU_GENERATION,EARTH STAGE,2015
Crossfaith,12/28,1,/wiki/Crossfaith,GALAXY STAGE,2015
indigo la End,12/28,1,/wiki/Indigo_la_End,GALAXY STAGE,2015
アルカラ,12/28,1,/wiki/%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%A9,GALAXY STAGE,2015
04 Limited Sazabys,12/28,1,/wiki/04_Limited_Sazabys,GALAXY STAGE,2015
HEY-SMITH,12/28,1,/wiki/HEY-SMITH,GALAXY STAGE,2015
フジファブリック,12/28,1,/wiki/%E3%83%95%E3%82%B8%E3%83%95%E3%82%A1%E3%83%96%E3%83%AA%E3%83%83%E3%82%AF,GALAXY STAGE,2015
androp,12/28,1,/wiki/Androp,GALAXY STAGE,2015
coldrain,12/28,1,/wiki/Coldrain,GALAXY STAGE,2015
Aimer,12/28,1,/wiki/Aimer,COSMO STAGE,2015
a crowd of rebellion,12/28,1,/wiki/A_crowd_of_rebellion,COSMO STAGE,2015
赤い公園,12/28,1,/wiki/%E8%B5%A4%E3%81%84%E5%85%AC%E5%9C%92,COSMO STAGE,2015
モノブライト,12/28,1,/wiki/%E3%83%A2%E3%83%8E%E3%83%96%E3%83%A9%E3%82%A4%E3%83%88,COSMO STAGE,2015
サンフジンズ,12/28,1,/wiki/%E3%82%B5%E3%83%B3%E3%83%95%E3%82%B8%E3%83%B3%E3%82%BA,COSMO STAGE,2015
Aqua Timez,12/28,1,/wiki/Aqua_Timez,COSMO STAGE,2015
Silent Siren,12/28,1,/wiki/Silent_Siren,COSMO STAGE,2015
LiSA,12/28,1,/wiki/LiSA,COSMO STAGE,2015
響心 SoundsorChestrA,12/28,1,,MOON STAGE,2015
Crystal Lake,12/28,1,,MOON STAGE,2015
Kalafina,12/28,1,,MOON STAGE,2015
SWANKY DANK,12/28,1,,MOON STAGE,2015
OLDCODEX,12/28,1,,MOON STAGE,2015
じん,12/28,1,,MOON STAGE,2015
Rhythmic Toy World,12/28,1,,MOON STAGE,2015
茅原実里,12/28,1,,MOON STAGE,2015
黒猫チェルシー,12/28,1,,MOON STAGE,2015
DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ[DJ],12/28,1,,ASTRO ARENA,2015
三戸なつめ,12/28,1,,ASTRO ARENA,2015
ヒステリックパニック,12/28,1,,ASTRO ARENA,2015
藍井エイル,12/28,1,,ASTRO ARENA,2015
PHONO TONES,12/28,1,,ASTRO ARENA,2015
tofubeats,12/28,1,,ASTRO ARENA,2015
マキタスポーツ presents Fly or Die,12/28,1,,ASTRO ARENA,2015
TEMPURA KIDZ,12/28,1,,ASTRO ARENA,2015
CAPSULE,12/28,1,,ASTRO ARENA,2015
グループ魂,12/29,2,/wiki/%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E9%AD%82,EARTH STAGE,2015
Dragon Ash,12/29,2,/wiki/Dragon_Ash,EARTH STAGE,2015
MONGOL800,12/29,2,/wiki/MONGOL800,EARTH STAGE,2015
でんぱ組.inc,12/29,2,/wiki/%E3%81%A7%E3%82%93%E3%81%B1%E7%B5%84.inc,EARTH STAGE,2015
木村カエラ,12/29,2,/wiki/%E6%9C%A8%E6%9D%91%E3%82%AB%E3%82%A8%E3%83%A9,EARTH STAGE,2015
MAN WITH A MISSION,12/29,2,/wiki/MAN_WITH_A_MISSION,EARTH STAGE,2015
[Alexandros],12/29,2,/wiki/Alexandros,EARTH STAGE,2015
amazarashi,12/29,2,,GALAXY STAGE,2015
キュウソネコカミ,12/29,2,,GALAXY STAGE,2015
BIGMAMA,12/29,2,,GALAXY STAGE,2015
ストレイテナー,12/29,2,,GALAXY STAGE,2015
TOTALFAT,12/29,2,,GALAXY STAGE,2015
THE ORAL CIGARETTES,12/29,2,,GALAXY STAGE,2015
KEYTALK,12/29,2,,GALAXY STAGE,2015
ROTTENGRAFFTY,12/29,2,,GALAXY STAGE,2015
The BONEZ,12/29,2,,COSMO STAGE,2015
ZAZEN BOYS,12/29,2,,COSMO STAGE,2015
フレデリック,12/29,2,,COSMO STAGE,2015
YEN TOWN BAND,12/29,2,,COSMO STAGE,2015
SAKANAMON,12/29,2,,COSMO STAGE,2015
MY FIRST STORY,12/29,2,,COSMO STAGE,2015
チームしゃちほこ,12/29,2,,COSMO STAGE,2015
東京カランコロン,12/29,2,,COSMO STAGE,2015
G-FREAK FACTORY,12/29,2,,MOON STAGE,2015
Bentham,12/29,2,/wiki/Bentham_(%E3%83%90%E3%83%B3%E3%83%89),MOON STAGE,2015
空想委員会,12/29,2,,MOON STAGE,2015
HUSKING BEE,12/29,2,,MOON STAGE,2015
TETSUYA,12/29,2,,MOON STAGE,2015
AIR SWELL,12/29,2,,MOON STAGE,2015
GRAPEVINE,12/29,2,,MOON STAGE,2015
AA=,12/29,2,,MOON STAGE,2015
DJ和[DJ],12/29,2,,ASTRO ARENA,2015
ハヤシヒロユキ(POLYSICS)[DJ],12/29,2,,ASTRO ARENA,2015
魔法少女になり隊,12/29,2,,ASTRO ARENA,2015
avengers in sci-fi,12/29,2,,ASTRO ARENA,2015
TOO YOUNG TO DIE!(神木隆之介＋宮藤官九郎),12/29,2,,ASTRO ARENA,2015
luki,12/29,2,,ASTRO ARENA,2015
タナシンドローム[DJ],12/29,2,,ASTRO ARENA,2015
DJやついいちろう(エレキコミック)[DJ],12/29,2,,ASTRO ARENA,2015
とんかつDJアゲ太郎と藤原大輔(MU-STARS)[DJ],12/29,2,,ASTRO ARENA,2015
ORANGE RANGE,12/30,3,,EARTH STAGE,2015
クリープハイプ,12/30,3,,EARTH STAGE,2015
東京スカパラダイスオーケストラ,12/30,3,,EARTH STAGE,2015
湘南乃風,12/30,3,,EARTH STAGE,2015
back number,12/30,3,,EARTH STAGE,2015
KANA-BOON,12/30,3,,EARTH STAGE,2015
サカナクション,12/30,3,,EARTH STAGE,2015
WANIMA,12/30,3,,GALAXY STAGE,2015
9mm Parabellum Bullet,12/30,3,,GALAXY STAGE,2015
Nothing's Carved In Stone,12/30,3,,GALAXY STAGE,2015
パスピエ,12/30,3,,GALAXY STAGE,2015
BLUE ENCOUNT,12/30,3,,GALAXY STAGE,2015
THE BAWDIES,12/30,3,,GALAXY STAGE,2015
電気グルーヴ,12/30,3,,GALAXY STAGE,2015
ACIDMAN,12/30,3,,GALAXY STAGE,2015
ねごと,12/30,3,,COSMO STAGE,2015
OKAMOTO'S,12/30,3,,COSMO STAGE,2015
大塚愛,12/30,3,,COSMO STAGE,2015
MUCC,12/30,3,,COSMO STAGE,2015
GOOD ON THE REEL,12/30,3,,COSMO STAGE,2015
Mrs. GREEN APPLE,12/30,3,,COSMO STAGE,2015
GOOD4NOTHING,12/30,3,,COSMO STAGE,2015
SUPER BEAVER,12/30,3,,COSMO STAGE,2015
cero,12/30,3,,MOON STAGE,2015
NOISEMAKER,12/30,3,,MOON STAGE,2015
大森靖子,12/30,3,,MOON STAGE,2015
シナリオアート,12/30,3,,MOON STAGE,2015
ROACH,12/30,3,,MOON STAGE,2015
DAOKO,12/30,3,,MOON STAGE,2015
DECAYS,12/30,3,,MOON STAGE,2015
忘れらんねえよ,12/30,3,,MOON STAGE,2015
kz(livetune)[DJ],12/30,3,,ASTRO ARENA,2015
Little Glee Monster,12/30,3,,ASTRO ARENA,2015
グッドモーニングアメリカ,12/30,3,,ASTRO ARENA,2015
The Mirraz,12/30,3,,ASTRO ARENA,2015
夜の本気ダンス,12/30,3,,ASTRO ARENA,2015
DJピエール中野[DJ],12/30,3,,ASTRO ARENA,2015
a flood of circle,12/30,3,,ASTRO ARENA,2015
locofrank,12/30,3,,ASTRO ARENA,2015
てんぷらDJアゲまさ a.k.a.小野武正(KEYTALK)[DJ],12/30,3,,ASTRO ARENA,2015
the HIATUS,12/31,4,,EARTH STAGE,2015
スキマスイッチ,12/31,4,,EARTH STAGE,2015
サンボマスター,12/31,4,,EARTH STAGE,2015
エレファントカシマシ,12/31,4,,EARTH STAGE,2015
ウルフルズ,12/31,4,,EARTH STAGE,2015
BUMP OF CHICKEN,12/31,4,,EARTH STAGE,2015
10-FEET,12/31,4,,EARTH STAGE,2015
BLUE ENCOUNT,12/31,4,,EARTH STAGE,2015
POLYSICS,12/31,4,,GALAXY STAGE,2015
The Birthday,12/31,4,,GALAXY STAGE,2015
THE BACK HORN,12/31,4,,GALAXY STAGE,2015
WHITE ASH,12/31,4,,GALAXY STAGE,2015
Base Ball Bear,12/31,4,,GALAXY STAGE,2015
MONOEYES,12/31,4,,GALAXY STAGE,2015
ASPARAGUS,12/31,4,,GALAXY STAGE,2015
Czecho No Republic,12/31,4,,GALAXY STAGE,2015
SPECIAL OTHERS,12/31,4,,GALAXY STAGE,2015
dustbox,12/31,4,,GALAXY STAGE,2015
SCANDAL,12/31,4,,GALAXY STAGE,2015
ART-SCHOOL,12/31,4,,GALAXY STAGE,2015
Kidori Kidori,12/31,4,,COSMO STAGE,2015
the band apart,12/31,4,,COSMO STAGE,2015
LAMP IN TERREN,12/31,4,,COSMO STAGE,2015
SHANK,12/31,4,,COSMO STAGE,2015
The Flickers,12/31,4,,COSMO STAGE,2015
OGRE YOU ASSHOLE,12/31,4,,COSMO STAGE,2015
go!go!vanillas,12/31,4,,COSMO STAGE,2015
ドレスコーズ,12/31,4,,COSMO STAGE,2015
シシド・カフカ,12/31,4,,COSMO STAGE,2015
KNOCK OUT MONKEY,12/31,4,,COSMO STAGE,2015
BRADIO,12/31,4,,COSMO STAGE,2015
ALL OFF,12/31,4,,COSMO STAGE,2015
BUZZ THE BEARS,12/31,4,,COSMO STAGE,2015
I PROMISED ONCE,12/31,4,/wiki/I_PROMISED_ONCE,MOON STAGE,2015
麗蘭,12/31,4,,MOON STAGE,2015
佐野元春 and THE COYOTE BAND,12/31,4,,MOON STAGE,2015
め組,12/31,4,,MOON STAGE,2015
NUBO,12/31,4,,MOON STAGE,2015
宇宙まお,12/31,4,,MOON STAGE,2015
ヒトリエ,12/31,4,,MOON STAGE,2015
GLIM SPANKY,12/31,4,,MOON STAGE,2015
ハルカトミユキ,12/31,4,,MOON STAGE,2015
plenty,12/31,4,,MOON STAGE,2015
ドラマチックアラスカ,12/31,4,,MOON STAGE,2015
小南泰葉,12/31,4,,MOON STAGE,2015
小林太郎,12/31,4,,MOON STAGE,2015
Suck a Stew Dry,12/31,4,,MOON STAGE,2015
DJ和[DJ],12/31,4,,ASTRO ARENA,2015
Charisma.com,12/31,4,,ASTRO ARENA,2015
The fin.,12/31,4,,ASTRO ARENA,2015
Shiggy Jr.,12/31,4,,ASTRO ARENA,2015
Suchmos,12/31,4,,ASTRO ARENA,2015
Lyu:Lyu,12/31,4,,ASTRO ARENA,2015
清 竜人25,12/31,4,,ASTRO ARENA,2015
水曜日のカンパネラ,12/31,4,,ASTRO ARENA,2015
CREAM,12/31,4,,ASTRO ARENA,2015
DJダイノジ[DJ],12/31,4,,ASTRO ARENA,2015
banvox[DJ],12/31,4,,ASTRO ARENA,2015
オカモトレイジ(OKAMOTO'S)[DJ],12/31,4,,ASTRO ARENA,2015
出口博之(モノブライト)[DJ],12/31,4,,ASTRO ARENA,2015
柴田隆浩(忘れらんねえよ)[DJ],12/31,4,,ASTRO ARENA,2015
ゴールデンボンバー,12/28,1,,EARTH STAGE,2016
miwa,12/28,1,,EARTH STAGE,2016
KEYTALK,12/28,1,,EARTH STAGE,2016
KREVA,12/28,1,,EARTH STAGE,2016
Perfume,12/28,1,,EARTH STAGE,2016
ORANGE RANGE,12/28,1,,EARTH STAGE,2016
back number,12/28,1,,EARTH STAGE,2016
amazarashi,12/28,1,,GALAXY STAGE,2016
ナオト・インティライミ,12/28,1,,GALAXY STAGE,2016
水曜日のカンパネラ,12/28,1,,GALAXY STAGE,2016
欅坂46,12/28,1,/wiki/%E6%AC%85%E5%9D%8246,GALAXY STAGE,2016
でんぱ組.inc,12/28,1,,GALAXY STAGE,2016
Mrs. GREEN APPLE,12/28,1,,GALAXY STAGE,2016
THE ORAL CIGARETTES,12/28,1,,GALAXY STAGE,2016
ACIDMAN,12/28,1,,GALAXY STAGE,2016
ヤバイTシャツ屋さん,12/28,1,/wiki/%E3%83%A4%E3%83%90%E3%82%A4T%E3%82%B7%E3%83%A3%E3%83%84%E5%B1%8B%E3%81%95%E3%82%93,COSMO STAGE,2016
SKY-HI,12/28,1,/wiki/SKY-HI,COSMO STAGE,2016
藤原さくら,12/28,1,,COSMO STAGE,2016
Aqua Timez,12/28,1,,COSMO STAGE,2016
上白石萌音,12/28,1,/wiki/%E4%B8%8A%E7%99%BD%E7%9F%B3%E8%90%8C%E9%9F%B3,COSMO STAGE,2016
SUPER BEAVER,12/28,1,,COSMO STAGE,2016
℃-ute,12/28,1,/wiki/%E2%84%83-ute,COSMO STAGE,2016
POLYSICS,12/28,1,,COSMO STAGE,2016
三戸なつめ,12/28,1,,MOON STAGE,2016
SAKANAMON,12/28,1,,MOON STAGE,2016
女王蜂,12/28,1,,MOON STAGE,2016
Hello Speakwalker,12/28,1,,MOON STAGE,2016
Bentham,12/28,1,,MOON STAGE,2016
lynch.,12/28,1,/wiki/Lynch.,MOON STAGE,2016
マキタスポーツ presents Fly or Die,12/28,1,,MOON STAGE,2016
Silent Siren,12/28,1,,MOON STAGE,2016
出口博之(モノブライト)[DJ],12/28,1,,ASTRO ARENA,2016
魔法少女になり隊,12/28,1,,ASTRO ARENA,2016
平井大,12/28,1,/wiki/%E5%B9%B3%E4%BA%95%E5%A4%A7,ASTRO ARENA,2016
WHITE ASH,12/28,1,,ASTRO ARENA,2016
黒猫チェルシー,12/28,1,,ASTRO ARENA,2016
lecca,12/28,1,/wiki/Lecca,ASTRO ARENA,2016
四星球,12/28,1,/wiki/%E5%9B%9B%E6%98%9F%E7%90%83,ASTRO ARENA,2016
Little Glee Monster,12/28,1,,ASTRO ARENA,2016
DJピエール中野[DJ],12/28,1,,ASTRO ARENA,2016
レキシ,12/29,2,,EARTH STAGE,2016
キュウソネコカミ,12/29,2,,EARTH STAGE,2016
WANIMA,12/29,2,,EARTH STAGE,2016
湘南乃風,12/29,2,,EARTH STAGE,2016
ユニコーン,12/29,2,,EARTH STAGE,2016
[Alexandros],12/29,2,,EARTH STAGE,2016
10-FEET,12/29,2,,EARTH STAGE,2016
ROTTENGRAFFTY,12/29,2,,GALAXY STAGE,2016
スキマスイッチ,12/29,2,,GALAXY STAGE,2016
フレデリック,12/29,2,,GALAXY STAGE,2016
BLUE ENCOUNT,12/29,2,,GALAXY STAGE,2016
04 Limited Sazabys,12/29,2,,GALAXY STAGE,2016
MY FIRST STORY,12/29,2,,GALAXY STAGE,2016
くるり,12/29,2,,GALAXY STAGE,2016
LiSA,12/29,2,,GALAXY STAGE,2016
あゆみくりかまき,12/29,2,,COSMO STAGE,2016
ASPARAGUS,12/29,2,,COSMO STAGE,2016
ZAZEN BOYS,12/29,2,,COSMO STAGE,2016
The Birthday,12/29,2,,COSMO STAGE,2016
sumika,12/29,2,/wiki/Sumika,COSMO STAGE,2016
Aimer,12/29,2,,COSMO STAGE,2016
GOOD ON THE REEL,12/29,2,,COSMO STAGE,2016
go!go!vanillas,12/29,2,,COSMO STAGE,2016
DAOKO,12/29,2,,MOON STAGE,2016
SHANK,12/29,2,,MOON STAGE,2016
BACK DROP BOMB,12/29,2,,MOON STAGE,2016
Kalafina,12/29,2,,MOON STAGE,2016
OLDCODEX,12/29,2,,MOON STAGE,2016
宇宙まお,12/29,2,,MOON STAGE,2016
BURNOUT SYNDROMES,12/29,2,,MOON STAGE,2016
アルカラ,12/29,2,,MOON STAGE,2016
DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ[DJ],12/29,2,,ASTRO ARENA,2016
さユり,12/29,2,/wiki/%E3%81%95%E3%83%A6%E3%82%8A,ASTRO ARENA,2016
GOOD4NOTHING,12/29,2,,ASTRO ARENA,2016
パスピエ,12/29,2,,ASTRO ARENA,2016
感覚ピエロ,12/29,2,/wiki/%E6%84%9F%E8%A6%9A%E3%83%94%E3%82%A8%E3%83%AD,ASTRO ARENA,2016
ドレスコーズ,12/29,2,,ASTRO ARENA,2016
fripSide,12/29,2,,ASTRO ARENA,2016
柴田隆浩(忘れらんねえよ)[DJ],12/29,2,,ASTRO ARENA,2016
てんぷらDJアゲまさ a.k.a.小野武正(KEYTALK)[DJ],12/29,2,,ASTRO ARENA,2016
MONGOL800,12/30,3,,EARTH STAGE,2016
クリープハイプ,12/30,3,,EARTH STAGE,2016
東京スカパラダイスオーケストラ,12/30,3,,EARTH STAGE,2016
KANA-BOON,12/30,3,,EARTH STAGE,2016
